GID,High,Low,nlow,nhigh,ID,N,D,OR,abs[log2(OR)],OR-type,OR-type2,AverageShortestPathLength,BetweennessCentrality,Centrality Tier,ClusteringCoefficient,Indegree,NeighborhoodConnectivity,Outdegree
K05352,6.29882,8.39842,16,4,K05352,100.78112,33.59368,3.000002381,1.584963646,high-metabotype-associated,high-metabotype-associated,4.4289246,0,peripheral,0.84615385,11,23.30769231,13
K08096,5.45657,6.88869,16,4,K08096,87.30512,27.55476,3.168422443,1.663764702,high-metabotype-associated,high-metabotype-associated,4.05562423,0,peripheral,0.8495935,35,50.78571429,42
K00066,0.83446,10.678665,16,4,K00066,13.35136,42.71466,0.312570907,1.677744593,high-metabotype-associated,high-metabotype-associated,0,0,peripheral,1,4,6.25,0
K14080,4.28722,5.35904,16,4,K14080,68.59552,21.43616,3.199991043,1.678067867,high-metabotype-associated,high-metabotype-associated,5.05253399,0,peripheral,1,19,26.42105263,19
K14081,5.20702,6.50879,16,4,K14081,83.31232,26.03516,3.199992625,1.67806858,high-metabotype-associated,high-metabotype-associated,5.05253399,0,peripheral,1,19,26.42105263,19
K04835,17.31697,20.698987,16,4,K04835,277.07152,82.795948,3.346438161,1.742626355,high-metabotype-associated,high-metabotype-associated,4.74907293,0,peripheral,0,1,39,1
K00114,0.482457,6.597075,16,4,K00114,7.719312,26.3883,0.292527825,1.773354237,high-metabotype-associated,high-metabotype-associated,3.6421508,0,peripheral,1,19,52.78947368,19
K01725,4.31305,61.05982,16,4,K01725,69.0088,244.23928,0.282545871,1.823442991,high-metabotype-associated,high-metabotype-associated,0,0,peripheral,0,2,54,0
K01705,7.85437,8.65079,16,4,K01705,125.66992,34.60316,3.631746927,1.860663674,high-metabotype-associated,high-metabotype-associated,5.15327565,0,peripheral,0,1,12,1
K03636,4.41955,68.16859,16,4,K03636,70.7128,272.67436,0.25933058,1.947135756,high-metabotype-associated,high-metabotype-associated,5.05253399,0,peripheral,1,3,30.33333333,3
K09482,5.826966,8.164346,16,4,K09482,93.231456,32.657384,2.854835403,1.513407568,high-metabotype-associated,high-metabotype-associated,4.5500618,9E-08,peripheral,0.93333333,6,15,6
K11178,1.10149,8.97162,16,4,K11178,17.62384,35.88648,0.491099712,1.025912118,high-metabotype-associated,high-metabotype-associated,5.19777503,2.8E-07,peripheral,0.88235294,17,24.82352941,15
K11177,0.489048,7.542,16,4,K11177,7.824768,30.168,0.259373111,1.946899173,high-metabotype-associated,high-metabotype-associated,5.19777503,2.8E-07,peripheral,0.88235294,17,24.82352941,15
K04561,0.481808,6.668846,16,4,K04561,7.708928,26.675384,0.288990329,1.790906881,high-metabotype-associated,high-metabotype-associated,5.97033375,1.03E-06,peripheral,0,2,9,2
K03421,5.39673,10.76711,16,4,K03421,86.34768,43.06844,2.004894535,1.003526348,high-metabotype-associated,high-metabotype-associated,5.05067985,1.05E-06,peripheral,0.92207792,22,24.86363636,22
K00400,6.56612,11.69829,16,4,K00400,105.05792,46.79316,2.245155489,1.166815362,high-metabotype-associated,high-metabotype-associated,5.05067985,1.05E-06,peripheral,0.92207792,22,24.86363636,22
K00399,7.12674,8.412189,16,4,K00399,114.02784,33.648756,3.388768369,1.760761028,high-metabotype-associated,high-metabotype-associated,5.05067985,1.05E-06,peripheral,0.92207792,22,24.86363636,22
K03422,8.88084,9.05956,16,4,K03422,142.09344,36.23824,3.921091091,1.971255157,high-metabotype-associated,high-metabotype-associated,5.05067985,1.05E-06,peripheral,0.92207792,22,24.86363636,22
K05708,1.704692,14.737711,16,4,K05708,27.275072,58.950844,0.462674835,1.111929464,high-metabotype-associated,high-metabotype-associated,4.43263288,1.71E-06,peripheral,0.86666667,6,26,6
K06863,5.93899,7.92227,16,4,K06863,95.02384,31.68908,2.998630443,1.584303733,high-metabotype-associated,high-metabotype-associated,4.49938195,3.87E-06,peripheral,0.60714286,8,25.875,5
K02201,4.77312,9.51483,16,4,K02201,76.36992,38.05932,2.006602325,1.004754727,high-metabotype-associated,high-metabotype-associated,4.68355995,7.69E-06,peripheral,0.61111111,10,18.6,6
K01576,0.662932,0.676717,16,4,K01576,10.606912,2.706868,3.918518376,1.970308263,high-metabotype-associated,high-metabotype-associated,4.74721879,7.89E-06,peripheral,0.66666667,3,9.333333333,3
K02170,5.524,9.73506,16,4,K02170,88.384,38.94024,2.269734342,1.182523449,high-metabotype-associated,high-metabotype-associated,5.39925834,9.79E-06,peripheral,0.83333333,4,9,4
K06446,14.47254,26.301003,16,4,K06446,231.56064,105.204012,2.201062826,1.138200326,high-metabotype-associated,high-metabotype-associated,4.79171817,1.03E-05,peripheral,0.75,5,36.8,5
K02319,9.80011,18.01092,16,4,K02319,156.80176,72.04368,2.176481823,1.121997972,high-metabotype-associated,high-metabotype-associated,4.07663782,1.57E-05,peripheral,0.90692641,20,36.54545455,22
K02339,6.79971,59.36404,16,4,K02339,108.79536,237.45616,0.4581703,1.126044154,high-metabotype-associated,high-metabotype-associated,4.07663782,1.57E-05,peripheral,0.90692641,20,36.54545455,22
K02323,4.003,5.256882,16,4,K02323,64.048,21.027528,3.045912006,1.606874264,high-metabotype-associated,high-metabotype-associated,4.07663782,1.57E-05,peripheral,0.90692641,20,36.54545455,22
K02322,4.41113,4.788995,16,4,K02322,70.57808,19.15598,3.684388896,1.881425349,high-metabotype-associated,high-metabotype-associated,4.07663782,1.57E-05,peripheral,0.90692641,20,36.54545455,22
K10780,4.31304,8.60883,16,4,K10780,69.00864,34.43532,2.004007513,1.002887917,high-metabotype-associated,high-metabotype-associated,4.44066749,2.97E-05,peripheral,0.66666667,11,23.46153846,13
K01908,1.719261,16.903525,16,4,K01908,27.508176,67.6141,0.406840822,1.297463651,high-metabotype-associated,high-metabotype-associated,3.8671199,4.15E-05,peripheral,0.745,20,77.68,23
K02802,7.45937,13.319405,16,4,K02802,119.34992,53.27762,2.240151118,1.163596058,high-metabotype-associated,high-metabotype-associated,5.87577256,4.17E-05,peripheral,0.5,6,11.375,3
K00137,0.736591,8.17043,16,4,K00137,11.785456,32.68172,0.360613089,1.471476333,high-metabotype-associated,high-metabotype-associated,4.2552534,4.21E-05,peripheral,0.54166667,2,30.22222222,7
K01969,0.670381,7.329233,16,4,K01969,10.726096,29.316932,0.365866933,1.450609063,high-metabotype-associated,high-metabotype-associated,4.28059333,5.72E-05,peripheral,0.68888889,10,39.4,10
K07246,3.97874,45.565237,16,4,K07246,63.65984,182.260948,0.349278552,1.51755004,high-metabotype-associated,high-metabotype-associated,3.34363412,6.82E-05,peripheral,0.87568058,57,90.60344828,55
K06034,4.3392,8.6009,16,4,K06034,69.4272,34.4036,2.01802137,1.012941452,high-metabotype-associated,high-metabotype-associated,3.98516687,9.19E-05,peripheral,0.58181818,10,88.90909091,10
K06208,19.25091,25.64666,16,4,K06208,308.01456,102.58664,3.002482195,1.58615569,high-metabotype-associated,high-metabotype-associated,4.17058096,9.57E-05,peripheral,0.66615385,22,27.96153846,26
K03018,0.416482,0.772956,16,4,K03018,6.663712,3.091824,2.155268864,1.107867853,high-metabotype-associated,high-metabotype-associated,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03056,7.45798,11.18697,16,4,K03056,119.32768,44.74788,2.666666667,1.415037499,high-metabotype-associated,high-metabotype-associated,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03045,4.17619,5.545009,16,4,K03045,66.81904,22.180036,3.012575814,1.590997548,high-metabotype-associated,high-metabotype-associated,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03047,5.22604,6.53255,16,4,K03047,83.61664,26.1302,3.2,1.678071905,high-metabotype-associated,high-metabotype-associated,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03041,3.48921,4.006099,16,4,K03041,55.82736,16.024396,3.483897927,1.800702356,high-metabotype-associated,high-metabotype-associated,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K00188,9.06286,9.06286,16,4,K00188,145.00576,36.25144,4,2,high-metabotype-associated,high-metabotype-associated,4.54326329,0.0001449,peripheral,0.46732026,15,31.16666667,13
K00146,2.153725,17.98194,16,4,K00146,34.4596,71.92776,0.479086239,1.061642721,high-metabotype-associated,high-metabotype-associated,4.11433869,0.00017234,peripheral,0.51785714,8,21.75,7
K00499,0.944547,7.593171,16,4,K00499,15.112752,30.372684,0.497577099,1.007008007,high-metabotype-associated,high-metabotype-associated,4.22311496,0.00020289,intermediate,0.53333333,4,19.5,4
K03119,3.31311,28.93616,16,4,K03119,53.00976,115.74464,0.457988897,1.126615472,high-metabotype-associated,high-metabotype-associated,4.13102596,0.00025585,intermediate,0.61538462,3,34.07692308,10
K01663,1.280142,12.815595,16,4,K01663,20.482272,51.26238,0.39955757,1.323524706,high-metabotype-associated,high-metabotype-associated,4.43139679,0.00027576,intermediate,0.51111111,5,20.9,10
K09469,35.21157,58.602128,16,4,K09469,563.38512,234.408512,2.403432858,1.265096501,high-metabotype-associated,high-metabotype-associated,4.60939431,0.0002839,intermediate,0.58333333,3,8,4
K13381,3.273749,4.20678,16,4,K13381,52.379984,16.82712,3.112831192,1.638227342,high-metabotype-associated,high-metabotype-associated,5.87168415,0.00028461,intermediate,0.5,2,9.333333333,9
K03184,0.915558,8.210083,16,4,K03184,14.648928,32.840332,0.446065162,1.164673619,high-metabotype-associated,high-metabotype-associated,7.63720643,0.00034493,intermediate,0.6,5,4.6,5
K01823,25.65833,49.24633,16,4,K01823,410.53328,196.98532,2.08408058,1.05941106,high-metabotype-associated,high-metabotype-associated,5.03770087,0.00035481,intermediate,0.76785714,7,16.625,8
K14083,0.760049,7.499372,16,4,K14083,12.160784,29.997488,0.405393412,1.302605452,high-metabotype-associated,high-metabotype-associated,5.05191595,0.0003783,intermediate,0.91052632,20,25.2,20
K00200,3.77393,6.89436,16,4,K00200,60.38288,27.57744,2.189575247,1.13065103,high-metabotype-associated,high-metabotype-associated,3.67428925,0.00038719,intermediate,0.66604971,59,80.01612903,54
K00203,5.91637,9.93865,16,4,K00203,94.66192,39.7546,2.381156394,1.25166238,high-metabotype-associated,high-metabotype-associated,3.67428925,0.00038719,intermediate,0.66604971,59,80.01612903,54
K00205,10.2725,16.51918,16,4,K00205,164.36,66.07672,2.487411603,1.314645256,high-metabotype-associated,high-metabotype-associated,3.67428925,0.00038719,intermediate,0.66604971,59,80.01612903,54
K00201,4.68886,7.119374,16,4,K00201,75.02176,28.477496,2.634422633,1.397486812,high-metabotype-associated,high-metabotype-associated,3.67428925,0.00038719,intermediate,0.66604971,59,80.01612903,54
K00204,4.67952,4.67952,16,4,K00204,74.87232,18.71808,4,2,high-metabotype-associated,high-metabotype-associated,3.67428925,0.00038719,intermediate,0.66604971,59,80.01612903,54
K09472,0.718842,9.347167,16,4,K09472,11.501472,37.388668,0.307619196,1.700782561,high-metabotype-associated,high-metabotype-associated,4.65512979,0.00039059,intermediate,0,2,23.5,2
K03078,1.64969,18.14663,16,4,K03078,26.39504,72.58652,0.363635562,1.459434799,high-metabotype-associated,high-metabotype-associated,6.01112485,0.0004366,intermediate,0.6,5,7.4,5
K05851,1.681168,16.086442,16,4,K05851,26.898688,64.345768,0.418033522,1.25830946,high-metabotype-associated,high-metabotype-associated,5.67799753,0.00045429,intermediate,0.84390244,38,48.75609756,3
K10213,8.0391,14.91242,16,4,K10213,128.6256,59.64968,2.15635021,1.108591503,high-metabotype-associated,high-metabotype-associated,4.95117429,0.00053949,intermediate,0.48494624,19,29.22580645,28
K05822,1.54303,3.01493,16,4,K05822,24.68848,12.05972,2.047185175,1.033641605,high-metabotype-associated,high-metabotype-associated,6.51483313,0.00057418,intermediate,0.5,4,4.25,4
K11212,5.86544,9.40258,16,4,K11212,93.84704,37.61032,2.495247049,1.319182661,high-metabotype-associated,high-metabotype-associated,5.90482077,0.00057707,intermediate,0.33333333,3,13.66666667,3
K00217,0.999953,8.008311,16,4,K00217,15.999248,32.033244,0.499457626,1.00156581,high-metabotype-associated,high-metabotype-associated,4.73300371,0.00062701,intermediate,0.4,6,9.333333333,6
K01556,1.6459,14.350666,16,4,K01556,26.3344,57.402664,0.458766165,1.124169103,high-metabotype-associated,high-metabotype-associated,4.19715698,0.00063113,intermediate,0.36538462,11,24.76923077,12
K08097,4.57,6.09333,16,4,K08097,73.12,24.37332,3.000001641,1.58496329,high-metabotype-associated,high-metabotype-associated,3.84054388,0.00069483,intermediate,0.83333333,12,45.66666667,12
