ID,Healthy_count
K12368,1.21E-05
K11923,1.13E-05
K11921,7.70E-05
K11926,5.82E-06
K11927,4.47E-04
K11924,5.09E-06
K11925,8.61E-06
K11928,2.09E-04
K13181,1.01E-06
K03928,3.60E-06
K14052,1.73E-05
K13247,2.46E-06
K08354,5.93E-06
K10973,1.49E-05
K11031,3.02E-05
K07262,1.73E-05
K07263,3.90E-04
K07260,2.57E-04
K07261,4.20E-06
K07266,1.15E-05
K07267,1.17E-05
K07264,8.76E-06
K12582,3.14E-05
K07268,1.77E-06
K07269,3.46E-06
K10974,5.77E-05
K02167,3.85E-06
K10975,1.60E-06
K13571,3.80E-06
K06199,5.07E-04
K06196,3.92E-05
K06195,2.95E-05
K06194,2.21E-04
K06193,2.25E-05
K06192,1.60E-05
K06191,9.22E-06
K06190,3.33E-05
K11104,8.41E-05
K11105,2.91E-04
K11106,1.17E-05
K11107,9.22E-06
K11102,1.93E-05
K11103,1.43E-05
K10986,1.27E-05
K07862,1.32E-04
K10984,4.90E-06
K01118,1.18E-05
K09133,7.04E-06
K00666,2.23E-04
K01119,2.25E-04
K07696,5.01E-06
K00662,4.21E-05
K00661,9.29E-04
K00660,2.32E-06
K02205,2.54E-06
K06997,6.92E-04
K06996,1.40E-04
K10852,5.60E-05
K07469,1.02E-06
K10857,3.34E-06
K06990,1.13E-05
K07464,1.58E-04
K10858,5.12E-06
K07467,8.83E-05
K07460,6.03E-04
K07461,1.15E-04
K07462,4.81E-04
K06998,7.24E-05
K02168,3.31E-05
K07668,5.39E-04
K02651,1.27E-04
K07666,6.36E-05
K07667,4.02E-04
K07664,6.59E-05
K07665,7.87E-04
K07662,4.93E-05
K07663,8.96E-05
K07660,1.26E-05
K07661,6.29E-05
K10679,3.69E-05
K07487,2.54E-04
K07484,5.73E-04
K07485,3.92E-05
K07482,6.92E-05
K07483,2.60E-04
K07480,5.57E-05
K07481,6.10E-05
K10671,4.80E-05
K10670,2.34E-04
K10673,3.32E-06
K10672,4.80E-05
K00590,5.82E-05
K00595,2.09E-04
K07393,3.60E-05
K00599,2.96E-03
K00598,1.11E-05
K10953,1.68E-07
K00060,7.46E-05
K07643,1.47E-05
K08722,1.68E-04
K00064,9.70E-05
K00067,8.17E-04
K08721,6.79E-06
K09949,4.56E-05
K07645,3.45E-06
K07008,1.53E-05
K07009,2.76E-05
K02446,6.24E-05
K07003,2.63E-04
K07000,8.86E-05
K07001,6.27E-04
K07006,4.63E-06
K07007,4.15E-04
K07004,2.83E-06
K07005,5.82E-04
K13634,2.39E-06
K02441,8.71E-05
K13635,4.98E-06
K08260,4.60E-06
K10748,5.01E-06
K13636,4.71E-06
K04103,1.52E-06
K00288,1.15E-05
K00285,1.86E-06
K00284,1.47E-04
K00287,6.49E-04
K00286,6.99E-04
K00281,1.71E-04
K00283,5.63E-05
K00282,9.91E-05
K07716,3.05E-05
K07717,1.81E-06
K07714,3.02E-05
K07715,1.44E-05
K07712,9.50E-05
K07713,3.12E-04
K07711,1.24E-05
K00117,1.37E-05
K00116,1.08E-05
K00111,2.73E-04
K07718,2.41E-04
K10188,9.20E-05
K00843,1.76E-06
K00842,2.72E-05
K02169,2.11E-04
K00840,3.83E-06
K00847,9.46E-04
K00845,1.35E-03
K00844,2.14E-06
K01531,9.11E-05
K00849,5.59E-04
K00848,2.85E-04
K01534,4.57E-04
K01536,7.12E-07
K01537,3.93E-04
K02443,1.36E-04
K02420,9.36E-05
K14195,5.41E-07
K14192,1.01E-06
K02281,3.40E-06
K14358,1.78E-06
K09181,1.89E-04
K12997,5.01E-05
K01880,5.80E-04
K01881,6.55E-04
K01883,5.55E-04
K01885,6.56E-04
K01886,4.72E-04
K01887,5.23E-04
K08591,3.07E-04
K01889,6.03E-04
K01226,6.96E-05
K01227,5.58E-06
K01220,4.87E-06
K01222,3.29E-05
K01223,3.00E-04
K01156,5.89E-05
K01157,1.92E-06
K01154,1.20E-03
K01155,3.97E-04
K01152,2.85E-06
K01153,6.74E-04
K01150,1.61E-05
K01151,7.54E-04
K02755,2.05E-04
K02757,2.16E-04
K02756,2.16E-04
K01408,1.13E-05
K01409,7.79E-04
K02753,1.20E-05
K01159,6.59E-04
K13771,3.90E-05
K00939,8.80E-04
K00938,2.78E-06
K00937,5.23E-04
K00936,2.40E-03
K00932,1.30E-05
K00931,5.45E-04
K00930,6.24E-04
K05523,2.74E-06
K05522,3.10E-06
K05521,2.34E-04
K05520,1.23E-05
K05527,1.88E-05
K05526,2.40E-06
K05524,3.89E-05
K12519,6.36E-06
K02621,2.60E-04
K02992,1.19E-03
K02623,2.36E-06
K02622,2.91E-04
K08281,3.54E-05
K02996,1.10E-03
K02994,1.08E-03
K01081,2.66E-04
K08289,2.49E-04
K01085,1.01E-05
K01579,7.68E-04
K07694,1.17E-05
K00322,1.71E-05
K05778,3.01E-06
K03578,2.67E-05
K03579,1.80E-05
K03576,1.90E-05
K03082,2.14E-05
K03574,7.85E-04
K03575,4.38E-04
K03572,4.38E-04
K02574,1.49E-04
K03570,5.45E-04
K03571,1.43E-04
K01710,1.35E-03
K01711,4.24E-04
K01712,2.91E-04
K07027,3.27E-04
K01714,8.74E-04
K01715,2.99E-04
K01716,3.25E-06
K05777,2.24E-05
K01718,2.73E-06
K01719,4.78E-04
K12511,4.22E-05
K06238,3.99E-07
K03972,4.43E-05
K03973,2.61E-05
K03970,1.05E-05
K01577,8.77E-06
K03976,6.67E-04
K03977,6.74E-04
K03974,1.04E-05
K03975,2.11E-04
K03978,7.12E-04
K03979,6.27E-04
K09937,1.17E-05
K02199,4.21E-05
K02198,7.98E-05
K13378,2.28E-04
K14170,2.21E-04
K08138,1.47E-04
K08137,3.79E-05
K02192,1.21E-05
K02191,3.00E-05
K02190,3.83E-04
K02197,2.31E-05
K02196,2.86E-05
K02195,7.51E-05
K02194,2.55E-05
K13195,6.27E-05
K01026,1.27E-04
K02371,6.35E-04
K03719,4.81E-04
K02377,3.74E-04
K03712,1.72E-04
K07781,3.74E-06
K03710,2.13E-04
K03711,1.43E-03
K03716,4.54E-05
K03717,1.36E-05
K07029,8.40E-04
K03488,1.69E-04
K13832,1.70E-06
K02170,6.05E-06
K02173,1.66E-05
K02172,1.52E-05
K03482,3.24E-06
K02009,5.67E-05
K03480,5.33E-05
K07782,3.17E-06
K03486,2.90E-05
K03487,1.17E-05
K03484,1.55E-04
K01751,1.08E-04
K00709,3.16E-06
K12262,3.87E-06
K02283,3.20E-04
K02282,6.99E-06
K03808,2.40E-05
K03809,1.15E-05
K03806,4.42E-05
K06940,1.04E-04
K03804,2.62E-05
K03805,3.12E-06
K03803,2.57E-04
K03800,2.25E-04
K03801,4.51E-04
K03154,4.55E-04
K03624,1.11E-03
K03625,5.90E-04
K03150,6.33E-04
K07149,1.86E-04
K03152,8.14E-04
K03621,3.82E-04
K02001,2.16E-04
K06411,2.06E-04
K13990,1.68E-04
K13993,1.46E-03
K03629,5.07E-04
K07147,3.25E-05
K03394,3.43E-04
K06298,4.88E-05
K02003,3.59E-03
K03390,1.54E-04
K06295,5.27E-05
K02002,1.97E-04
K10804,3.72E-06
K03399,2.98E-05
K11931,1.75E-05
K11930,1.18E-05
K11933,9.51E-06
K11932,4.19E-06
K11935,1.92E-06
K11934,2.11E-04
K11937,5.65E-06
K11936,1.14E-05
K11939,2.59E-06
K05952,2.41E-05
K01792,2.14E-05
K13041,3.82E-05
K07141,7.23E-05
K01044,6.38E-06
K04018,3.52E-06
K12265,1.28E-05
K11929,5.22E-06
K07271,3.71E-04
K07270,1.73E-05
K07273,2.53E-04
K07272,6.92E-06
K07275,3.19E-06
K07274,1.94E-05
K07277,2.55E-04
K07276,9.44E-06
K07279,1.28E-05
K07278,2.79E-05
K09888,6.84E-04
K09882,1.40E-05
K02039,4.90E-04
K12137,7.06E-06
K04013,7.30E-06
K00908,1.10E-06
K11733,1.01E-05
K11732,1.64E-06
K12138,2.40E-06
K12139,1.38E-05
K11735,4.41E-06
K11734,7.16E-06
K06871,7.03E-04
K06872,3.22E-04
K11441,2.88E-06
K11440,1.93E-06
K06877,1.36E-05
K06878,9.17E-05
K06879,1.86E-05
K13255,1.54E-05
K00612,3.24E-06
K00610,5.74E-04
K00611,4.26E-04
K00616,7.07E-04
K00614,3.04E-06
K00615,1.46E-03
K02485,6.74E-06
K00619,1.88E-05
K08710,1.68E-06
K07479,1.51E-05
K07478,5.45E-04
K07473,4.42E-04
K08600,2.28E-04
K08602,1.02E-04
K07474,1.13E-04
K09954,3.79E-05
K09955,5.29E-04
K07679,4.77E-05
K07678,6.29E-05
K09951,2.81E-04
K07675,4.60E-06
K01813,2.48E-04
K07677,3.04E-05
K07676,9.31E-06
K07670,3.24E-05
K07673,6.37E-06
K05809,1.57E-05
K07495,1.02E-04
K07121,2.16E-05
K07497,6.46E-04
K07496,2.51E-04
K07491,7.41E-04
K07490,9.56E-06
K07493,3.95E-04
K07492,5.16E-05
K07498,6.81E-05
K08734,9.95E-07
K11209,2.55E-06
K11208,3.78E-06
K09931,3.35E-06
K11203,9.84E-06
K11202,2.15E-05
K11201,6.02E-06
K08735,5.98E-06
K02439,6.75E-05
K08737,1.43E-06
K00058,8.29E-04
K00059,1.49E-03
K06237,4.15E-07
K00054,4.42E-06
K00055,2.13E-06
K00057,6.04E-04
K00050,8.71E-05
K00052,5.80E-04
K00053,5.93E-04
K07019,1.49E-05
K00984,3.54E-06
K05802,1.59E-05
K08156,3.26E-04
K07011,8.16E-04
K07010,1.33E-04
K07013,4.80E-05
K07012,9.33E-05
K07015,2.13E-04
K07014,2.89E-05
K07017,1.19E-04
K07016,2.57E-05
K10241,2.96E-06
K10242,6.88E-06
K10243,1.12E-05
K13967,1.47E-06
K12309,1.27E-06
K00128,1.21E-04
K07704,1.43E-05
K07707,3.21E-06
K07706,3.50E-06
K07701,1.59E-05
K07700,4.06E-06
K07703,6.47E-06
K07702,6.64E-06
K00432,2.11E-04
K00433,1.67E-05
K02528,6.32E-04
K00123,1.42E-04
K00124,6.28E-05
K07708,1.55E-05
K00127,4.18E-05
K09786,1.79E-06
K07265,1.65E-05
K12264,8.83E-06
K14187,1.80E-05
K05884,2.23E-05
K05885,1.46E-04
K05886,1.80E-05
K05887,2.06E-05
K05880,2.31E-05
K14348,2.94E-06
K05882,7.22E-05
K07186,7.92E-06
K08972,2.07E-05
K00547,9.28E-05
K01239,2.35E-05
K01238,1.21E-03
K00540,2.82E-03
K01897,9.84E-04
K01232,4.47E-05
K01895,2.47E-04
K01894,4.09E-05
K01893,6.04E-04
K01892,5.12E-04
K00548,5.69E-04
K01890,4.89E-04
K02768,2.27E-04
K02769,2.42E-04
K01147,2.25E-05
K01417,4.73E-04
K01415,4.23E-06
K01142,6.36E-04
K02760,7.71E-05
K02761,8.85E-05
K01419,2.68E-05
K02763,6.28E-05
K02764,6.28E-05
K02765,6.28E-05
K00788,1.12E-03
K00948,7.10E-04
K00949,3.81E-04
K03746,5.69E-06
K00942,8.80E-04
K00943,2.83E-04
K00940,4.41E-04
K13747,5.00E-04
K00946,3.70E-04
K00947,3.14E-04
K02451,5.53E-06
K00945,1.22E-03
K01096,1.01E-05
K01095,2.33E-04
K01093,3.47E-06
K01092,4.42E-04
K01091,1.64E-03
K01090,3.99E-04
K09933,2.79E-06
K11196,4.39E-06
K01525,4.19E-05
K01524,1.27E-05
K01523,1.06E-04
K02619,3.25E-04
K02968,1.64E-03
K01520,8.14E-04
K02614,3.92E-04
K02967,8.24E-04
K02965,1.38E-03
K02963,1.47E-03
K01529,3.52E-04
K02961,1.67E-03
K03569,9.27E-04
K03568,1.46E-04
K03565,5.38E-04
K03564,5.68E-04
K03567,4.30E-06
K03566,2.00E-05
K03561,1.12E-03
K03560,3.17E-05
K03563,1.32E-04
K03562,2.79E-05
K09667,6.73E-07
K01709,1.83E-04
K01708,3.02E-05
K01706,3.89E-05
K01704,5.84E-04
K01703,5.32E-04
K01702,2.38E-06
K02298,2.29E-06
K09980,5.82E-06
K04562,7.08E-05
K03969,3.25E-05
K14162,6.62E-07
K05394,1.24E-05
K09780,3.34E-05
K13694,3.73E-04
K13695,8.89E-05
K03709,3.35E-05
K03708,3.68E-05
K08160,1.15E-05
K00246,5.07E-05
K02388,8.72E-05
K02389,3.46E-05
K03701,8.70E-04
K02387,8.71E-05
K03703,4.71E-04
K03702,5.48E-04
K03705,3.31E-04
K03704,6.69E-04
K03707,1.06E-04
K03706,1.77E-04
K03499,1.25E-03
K03498,9.22E-04
K02145,9.65E-06
K02147,5.79E-06
K03491,1.72E-05
K03490,1.76E-05
K03495,5.18E-04
K14061,5.38E-06
K03497,1.38E-03
K03496,1.72E-03
K07778,5.29E-06
K13527,3.58E-06
K10021,5.41E-06
K11720,3.34E-05
K13529,3.76E-06
K02545,1.37E-05
K02814,2.88E-06
K02547,7.93E-06
K02812,5.74E-06
K03818,1.00E-04
K02810,8.26E-05
K03815,3.27E-05
K03814,2.51E-04
K05365,3.68E-05
K03816,7.64E-04
K02548,3.75E-04
K02549,1.93E-04
K02818,2.41E-05
K03364,5.09E-05
K03635,3.71E-05
K03634,1.82E-05
K03637,2.65E-04
K03147,4.08E-04
K03630,8.66E-04
K03633,1.78E-05
K03632,5.45E-06
K03149,3.47E-04
K03148,4.50E-05
K03639,1.59E-04
K03638,1.39E-05
K03385,1.55E-04
K03582,1.07E-05
K03387,2.02E-04
K03386,6.44E-04
K12257,2.90E-04
K03382,8.45E-05
K06283,2.99E-04
K06282,7.89E-05
K06281,8.38E-05
K06287,6.52E-04
K03388,5.79E-05
K06284,5.82E-05
K06518,6.34E-04
K11908,2.15E-06
K06048,8.66E-06
K09889,1.51E-05
K06045,1.15E-05
K11905,1.59E-05
K11906,8.80E-06
K11907,4.38E-05
K06041,4.64E-04
K11901,1.34E-05
K06042,2.40E-04
K02458,1.80E-05
K11517,1.46E-05
K12344,2.03E-04
K12343,8.98E-05
K12340,5.78E-04
K02430,3.15E-06
K10985,7.28E-06
K02431,8.54E-05
K11690,4.04E-04
K02459,7.82E-06
K09897,6.91E-06
K09896,7.82E-06
K09895,3.15E-05
K09894,1.44E-05
K07248,6.30E-05
K09892,2.52E-05
K09891,9.93E-06
K09890,8.70E-06
K07245,2.67E-06
K07246,4.76E-06
K07240,1.63E-03
K03927,9.37E-05
K09899,5.13E-06
K09898,9.93E-06
K06606,1.67E-05
K03926,2.33E-05
K06603,5.84E-05
K02438,1.47E-04
K06609,1.13E-05
K02822,7.52E-06
K03923,5.01E-05
K01023,1.45E-04
K09016,3.48E-06
K11472,6.63E-06
K11473,1.21E-05
K11474,2.83E-06
K12269,3.20E-06
K06867,5.45E-05
K06866,1.22E-05
K06864,6.73E-05
K06861,5.06E-04
K00600,8.01E-04
K00603,3.71E-04
K00602,6.60E-04
K00605,4.45E-04
K00604,5.76E-04
K00606,4.57E-04
K00609,7.54E-04
K03741,1.94E-04
K12657,8.11E-06
K03740,1.90E-06
K03215,3.42E-05
K03214,9.53E-06
K02291,9.32E-06
K07648,1.24E-05
K07649,1.86E-06
K00259,4.51E-04
K09940,4.36E-05
K07640,1.64E-05
K07641,8.61E-06
K07642,2.43E-05
K07391,5.38E-04
K07644,4.82E-05
K07397,1.13E-04
K07646,4.22E-04
K07647,1.25E-05
K13893,7.79E-06
K13894,1.12E-05
K03623,8.60E-06
K10899,2.17E-06
K08997,3.17E-06
K13895,2.27E-06
K11914,3.06E-06
K07504,4.88E-05
K12266,4.14E-05
K12518,5.53E-06
K08675,1.98E-05
K12267,2.95E-04
K08990,6.58E-06
K07024,1.47E-03
K07025,1.43E-03
K07026,2.86E-06
K00048,5.05E-04
K07021,1.01E-05
K06013,2.33E-05
K00043,2.60E-05
K00042,1.17E-04
K00041,2.00E-04
K00040,1.71E-04
K00046,5.33E-04
K00045,1.38E-05
K00044,4.11E-06
K07803,2.15E-05
K10547,2.91E-05
K07806,9.96E-06
K09777,2.81E-04
K10094,8.43E-06
K09775,1.55E-04
K06153,5.80E-04
K06999,3.35E-05
K06152,1.67E-05
K10254,1.79E-04
K06151,3.23E-06
K00137,1.00E-05
K10918,2.54E-06
K00135,9.95E-06
K00134,1.22E-03
K00133,6.89E-04
K00132,2.69E-05
K01958,6.54E-05
K00130,3.15E-05
K01956,4.50E-04
K06157,5.15E-06
K01955,7.56E-04
K01952,5.21E-04
K01953,4.39E-04
K01950,4.58E-04
K01951,8.40E-04
K12517,7.82E-06
K00428,1.02E-04
K07733,7.59E-06
K07735,3.36E-04
K07736,1.58E-04
K07737,1.16E-03
K07738,4.89E-04
K07739,2.23E-06
K02345,9.00E-06
K00425,3.62E-04
K00427,1.40E-06
K00426,3.60E-04
K03462,2.64E-06
K07669,3.36E-05
K02670,1.38E-05
K09479,2.89E-06
K12278,3.18E-06
K06156,8.06E-06
K06442,3.54E-04
K05896,1.76E-04
K05895,8.21E-05
K06445,1.18E-05
K13483,3.91E-06
K14154,1.48E-06
K00554,7.16E-04
K00557,2.07E-05
K00556,5.97E-05
K06447,3.17E-06
K06446,1.41E-05
K00558,9.35E-04
K14087,9.06E-06
K07486,1.39E-04
K01173,1.78E-04
K01175,2.71E-04
K01176,2.03E-04
K10678,3.55E-05
K01178,1.74E-05
K01179,3.48E-04
K01682,1.72E-06
K14083,2.79E-06
K09473,5.32E-06
K00951,8.72E-04
K00950,7.47E-04
K14088,2.21E-05
K00955,4.44E-05
K00954,8.81E-04
K00957,3.83E-04
K00956,2.75E-04
K14571,1.83E-06
K01552,1.70E-04
K01551,2.88E-05
K01556,2.15E-06
K05658,2.69E-05
K01554,1.50E-05
K05655,5.29E-06
K02601,1.18E-03
K02600,6.92E-04
K02970,9.32E-04
K05653,1.15E-06
K05652,7.06E-07
K03558,3.78E-04
K03559,6.17E-04
K13566,3.99E-06
K03550,6.80E-04
K03551,6.93E-04
K03553,8.49E-04
K03554,2.13E-05
K03555,4.63E-04
K03556,1.75E-05
K03557,5.27E-05
K01778,5.46E-04
K01779,7.15E-05
K01772,5.64E-05
K01770,9.07E-04
K01771,6.37E-05
K01776,6.85E-04
K13243,2.43E-05
K01775,5.30E-04
K01900,3.45E-06
K12520,4.33E-06
K13244,6.31E-06
K02777,5.13E-05
K13688,4.03E-07
K02775,2.01E-04
K14153,3.40E-05
K02773,1.46E-05
K14155,8.01E-04
K02770,2.23E-04
K08151,1.01E-05
K08150,1.54E-05
K13683,6.21E-06
K13685,8.67E-05
K08154,3.91E-06
K02779,5.51E-05
K02778,5.51E-05
K02399,5.61E-06
K02398,9.30E-05
K02395,6.98E-05
K02394,6.28E-06
K02038,4.25E-04
K02396,9.50E-05
K02391,6.50E-06
K02390,6.11E-05
K02393,3.10E-06
K02392,1.69E-04
K01606,3.87E-04
K01607,6.44E-04
K01509,8.02E-06
K01605,1.06E-04
K05881,4.89E-06
K01601,2.03E-05
K03060,2.46E-04
K01608,5.21E-06
K01609,3.53E-04
K13532,2.33E-06
K09018,3.94E-06
K01681,4.71E-04
K14055,2.43E-06
K02805,7.40E-05
K02804,2.17E-04
K02551,2.40E-04
K02806,6.72E-05
K02557,2.83E-04
K02556,4.89E-05
K02803,2.17E-04
K02802,3.46E-06
K03820,5.63E-05
K13052,4.34E-05
K03823,6.09E-04
K03824,2.72E-05
K02808,1.77E-05
K03826,1.06E-04
K03827,3.72E-04
K03600,4.61E-06
K03601,5.39E-04
K03602,7.03E-04
K03603,1.31E-05
K03604,9.97E-05
K03605,4.25E-05
K03606,3.86E-04
K03607,1.38E-05
K03608,1.75E-04
K03609,2.41E-04
K06406,1.91E-04
K02462,8.95E-06
K05657,1.04E-05
K08723,3.43E-06
K06078,9.93E-06
K06079,6.54E-05
K09710,8.87E-04
K05798,2.25E-05
K11911,4.94E-06
K00066,8.26E-06
K06074,6.23E-06
K06075,5.34E-06
K06076,1.93E-04
K05799,1.16E-04
K03734,5.36E-04
K03735,6.61E-05
K03736,7.40E-05
K03737,6.55E-04
K03732,2.47E-05
K03733,5.56E-04
K12339,5.64E-05
K03738,5.70E-05
K03739,7.21E-06
K07339,3.60E-05
K02436,6.06E-06
K08139,4.21E-05
K11685,1.16E-05
K12062,6.05E-06
K12063,7.52E-06
K12060,5.03E-06
K11688,2.29E-04
K12066,3.20E-06
K12067,1.13E-05
K12064,1.91E-05
K12065,1.73E-06
K06382,7.38E-05
K06383,3.73E-05
K07259,2.07E-04
K07258,4.83E-04
K13821,5.78E-05
K06387,1.26E-04
K06384,8.09E-06
K07335,3.55E-04
K03043,5.20E-04
K03040,8.17E-04
K07250,8.24E-06
K03046,5.04E-04
K00349,4.36E-04
K05372,2.43E-06
K05373,3.32E-06
K01679,8.27E-05
K09766,6.91E-05
K02411,6.18E-05
K12660,5.80E-06
K12661,3.62E-06
K00638,6.71E-04
K00639,6.16E-04
K12460,6.94E-07
K00693,5.14E-05
K00634,1.61E-04
K08590,8.31E-05
K00342,2.03E-04
K00632,3.33E-05
K00633,4.88E-04
K07657,6.65E-04
K14053,2.57E-06
K07654,1.50E-06
K07653,2.99E-06
K07652,1.46E-04
K07651,5.22E-05
K01474,7.57E-06
K02788,7.66E-06
K07659,3.77E-05
K07658,3.27E-04
K09970,1.45E-05
K09971,3.13E-05
K09972,4.01E-05
K09973,8.85E-05
K09974,8.49E-05
K00694,3.81E-05
K09978,5.82E-06
K09979,7.84E-05
K07387,2.91E-04
K07386,2.60E-04
K06926,3.00E-04
K06927,7.98E-05
K01235,8.70E-05
K06922,5.37E-06
K06923,1.66E-04
K06920,4.14E-04
K06921,5.50E-04
K06929,3.77E-05
K01671,7.95E-06
K11261,3.24E-05
K11263,9.87E-06
K11264,4.15E-06
K07033,1.88E-04
K07032,5.13E-05
K07031,1.24E-04
K07030,2.16E-04
K07037,1.95E-04
K10797,2.22E-05
K07035,1.69E-04
K07034,1.18E-05
K00700,6.37E-04
K00701,2.30E-05
K00702,1.37E-04
K00703,7.15E-04
K00705,7.66E-04
K01777,1.60E-05
K07811,2.01E-06
K07813,1.07E-04
K07812,2.54E-05
K07814,3.74E-04
K07816,8.72E-05
K00090,2.38E-06
K00091,2.22E-05
K14064,5.45E-06
K00094,1.35E-05
K00096,7.80E-05
K00097,1.29E-02
K00098,1.45E-05
K00099,5.45E-04
K11750,1.87E-06
K09952,6.29E-05
K10228,2.43E-06
K10229,3.16E-06
K06080,5.78E-06
K06145,2.11E-06
K10227,2.05E-06
K00143,6.47E-07
K00140,8.62E-06
K00147,5.52E-04
K00145,5.26E-04
K01945,6.38E-04
K01941,8.18E-06
K01940,6.39E-04
K00384,7.74E-04
K00385,1.97E-05
K00386,7.55E-06
K00380,4.15E-05
K00381,2.15E-05
K00382,5.97E-04
K00383,4.93E-05
K07727,8.31E-04
K07726,7.53E-05
K07724,1.94E-05
K07722,5.02E-05
K07720,2.98E-04
K00899,2.18E-05
K11008,2.29E-06
K05878,8.78E-05
K00891,1.01E-03
K00892,1.78E-06
K13797,8.52E-07
K00895,2.38E-04
K00897,3.68E-05
K14059,5.78E-05
K09158,8.90E-06
K09159,1.80E-05
K08384,2.06E-04
K09157,3.76E-04
K09155,6.47E-05
K03196,2.35E-05
K08159,3.01E-05
K14152,3.63E-06
K00560,8.73E-04
K00561,7.55E-05
K00563,1.13E-04
K00564,2.33E-05
K00566,9.90E-04
K00567,6.53E-04
K00568,1.63E-05
K02078,2.34E-03
K02079,6.06E-06
K00965,2.15E-04
K00966,2.83E-04
K12685,1.67E-05
K00960,4.13E-06
K00961,9.35E-06
K00962,5.61E-04
K00963,1.95E-04
K01163,3.56E-04
K01162,1.02E-04
K01160,1.89E-05
K14090,9.82E-06
K14097,5.79E-06
K14159,1.79E-06
K01839,2.45E-04
K08153,1.96E-06
K01838,3.98E-05
K03194,8.35E-06
K13794,2.45E-06
K07251,2.83E-06
K08092,4.36E-05
K08093,6.11E-06
K08094,2.57E-05
K13684,3.82E-06
K02948,1.10E-03
K01789,2.51E-06
K01547,2.13E-04
K01546,2.56E-04
K01548,3.48E-04
K05662,4.89E-06
K01788,1.63E-04
K02945,7.09E-04
K02946,1.10E-03
K03195,1.02E-05
K02018,3.36E-04
K02255,4.64E-06
K02016,9.59E-04
K02017,9.67E-05
K02014,1.58E-03
K02015,1.24E-03
K02012,2.59E-04
K02013,1.13E-03
K02010,1.76E-04
K02011,2.08E-04
K01768,4.86E-04
K10939,1.54E-06
K06039,2.31E-05
K01761,5.64E-05
K01760,7.58E-05
K02523,3.43E-04
K02492,7.97E-05
K02493,5.64E-04
K08167,5.27E-06
K02496,6.74E-06
K08161,4.85E-05
K02494,2.51E-05
K02495,8.18E-04
K02498,1.12E-05
K02499,2.00E-04
K08169,1.68E-04
K02703,2.19E-05
K00313,4.85E-05
K02386,3.54E-06
K08361,3.35E-06
K14415,5.87E-05
K14414,8.09E-05
K09726,2.49E-06
K02397,5.56E-05
K14063,1.02E-05
K08369,3.41E-05
K08996,2.03E-05
K07710,1.23E-05
K01615,1.39E-04
K01611,1.04E-04
K01610,6.75E-04
K01613,6.13E-04
K04064,3.71E-05
K02122,1.23E-04
K02123,3.45E-04
K02120,6.07E-04
K02121,5.48E-04
K01619,7.23E-04
K01618,1.43E-05
K02124,6.25E-04
K03837,1.67E-05
K03835,1.58E-05
K03834,2.55E-05
K03833,5.26E-05
K03832,1.63E-03
K03831,3.18E-05
K03830,1.39E-04
K01604,1.77E-06
K13626,9.40E-05
K03838,9.14E-06
K03547,2.91E-04
K03546,1.84E-04
K03545,7.08E-04
K03544,7.76E-04
K03543,3.04E-04
K02835,5.98E-04
K02836,7.85E-04
K02837,4.70E-04
K02838,9.75E-04
K13789,5.40E-04
K09773,7.07E-05
K00112,4.04E-05
K09859,7.63E-06
K03549,3.83E-05
K03548,6.51E-06
K03619,5.87E-06
K03618,5.08E-06
K03617,6.29E-04
K03616,2.82E-04
K03615,6.34E-04
K03614,5.09E-04
K12251,3.46E-04
K03612,3.32E-04
K02385,2.30E-05
K03610,7.44E-05
K02237,7.70E-05
K09705,4.92E-06
K09704,3.12E-04
K02232,3.10E-04
K02233,3.82E-04
K02230,1.36E-04
K02231,3.58E-04
K09770,9.90E-05
K02238,3.45E-04
K03723,3.75E-04
K03722,4.67E-05
K03721,4.29E-05
K03727,5.96E-06
K09771,7.17E-06
K03724,1.85E-05
K13252,1.09E-05
K13256,5.69E-06
K04720,3.22E-04
K11707,2.33E-05
K01533,5.95E-04
K12071,5.38E-06
K12072,1.08E-05
K09009,9.58E-06
K06391,1.85E-05
K06390,1.20E-04
K06393,1.43E-04
K06392,1.86E-04
K06395,4.55E-05
K06394,7.81E-05
K06397,8.39E-05
K06396,7.50E-05
K06399,1.23E-04
K13819,9.34E-06
K07705,3.67E-06
K09911,5.23E-06
K03338,1.76E-05
K09917,1.29E-05
K00884,1.15E-05
K10005,6.72E-06
K06726,6.61E-05
K10003,2.91E-05
K06413,8.18E-05
K02381,1.56E-05
K11534,1.23E-05
K11615,1.57E-05
K10001,1.56E-05
K11537,2.04E-04
K08358,6.45E-06
K11788,4.47E-06
K06381,1.10E-04
K11712,1.22E-04
K00620,2.80E-04
K00627,8.23E-05
K00626,5.75E-04
K00625,5.81E-04
K00859,5.77E-04
K06410,1.05E-04
K11533,5.95E-06
K02552,3.50E-05
K11896,2.23E-05
K11894,2.43E-06
K11244,1.26E-05
K11892,9.51E-06
K11893,1.60E-05
K11891,1.05E-05
K11711,5.43E-06
K09020,3.16E-06
K09969,2.13E-05
K09968,2.89E-06
K09967,3.55E-05
K11075,1.04E-05
K11076,4.61E-05
K09964,3.94E-05
K09963,2.68E-05
K11071,4.94E-04
K11072,3.90E-04
K02800,4.73E-05
K11527,1.83E-04
K06937,1.78E-06
K11250,1.60E-05
K03417,8.25E-06
K11521,3.37E-05
K11258,8.90E-06
K11710,1.91E-05
K00712,5.17E-05
